Token,Item Name,Description,Category,GTIN,SKU,Variation Name,Unit and Precision,Price,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Basic Bee,New Quantity Basic Bee,Stock Alert Enabled Basic Bee,Stock Alert Count Basic Bee,Tax - Michigan Sales Tax (6%)
YYYOJQYPIQKK2Y3KE4D3FAPU,Lyssa Dress,,Dresses,,LB431x,x-small,,71.00,Size,x-small,,,35.50,Sage the Label,,1,,,,Y
HVPYEBRVBBGTCDZNNK7FCISG,Lyssa Dress,,Dresses,,LB431s,small,,71.00,Size,small,,,35.50,Sage the Label,,1,,,,Y
VLCTU67LWUMHHZVIBU3JTTFJ,Lyssa Dress,,Dresses,,LB431m,medium,,71.00,Size,medium,,,35.50,Sage the Label,,2,,,,Y
5V3JR3YPHS2YFRZIOEUCZZI2,Lyssa Dress,,Dresses,,LB431l,large,,71.00,Size,large,,,35.50,Sage the Label,,1,,,,Y
LDHW5JHXRY23TKXTUF7JWY2R,Make Shit Happen Card,"Stop Dreaming And Make Shit Happen.
Card ONLY - This card is blank inside and ready for you to write a personal message.

Details:

-Measures 4 x 5.5 inches
-Printed on acid and lignin free white card stock (A2) folded
-Brown Kraft envelope
-Blank inside
-Packaged in a plastic protective sleeve
-Created by V. Starling for Honest AF Cards.",Gifts,,MAKEC,default,,5.00,,,,,2.50,Honest AF,,6,,,,Y
GJ4XFDK66NX3YLRH2WN4XIIU,Make-Up Bag,,Accessories,,BAGHRT,Hearts,,15.00,Bags,Hearts,,,5.50,AliExpress,,10,,,,Y
CHKDGWBI43UYKJR6TZ3SDDJI,Make-Up Bag,,Accessories,,BAGLPRD,Leopard,,15.00,Bags,Leopard,,,5.50,AliExpress,,6,,,,Y
HXKBLMRYQBZ6FIG75RPGBODX,Make-Up Bag,,Accessories,,BAGFC,Face,,15.00,Bags,Face,,,5.50,AliExpress,,10,,,,Y
ARLL5MJVDK2YAGFRBGVHFTEU,Make-Up Bag,,Accessories,,BAGEYE,Eyeliner,,15.00,Bags,Eyeliner,,,5.50,AliExpress,,10,,,,Y
EJ42AMTAV5WOX33HMABJXKYC,Make-Up Bag,,Accessories,,BAGMND,Mandala,,15.00,Bags,Mandala,,,5.50,AliExpress,,10,,,,Y
B5GZZ3I77GXFPNNFH252E4RH,Maria Mock Neck Sweater Dress,"Mock Neck Sweater Dress Featuring Mock Neck, Long Sleeves<br />Made With Fuzzy Sweater Knit Stretchy Material<br />77%POLYAMIDE 23%NYLON",Dresses,,228BS,"Black, small",,40.00,Color,Black,Size,small,19.46,Hot & Delicious,,0,,,,Y
PWCQGCF4PF3PYTM74NSZXMUH,Maria Mock Neck Sweater Dress,,Dresses,,228BM,"Black, medium",,40.00,Color,Black,Size,medium,19.46,Hot & Delicious,,0,,,,Y
FUVDDMWJFCJFB72K6KZGCKJ7,Maria Mock Neck Sweater Dress,,Dresses,,228BL,"Black, large",,40.00,Color,Black,Size,large,19.46,Hot & Delicious,,1,,,,Y
HKQM2WUB5GX6RENMNNJPXY72,Maria Mock Neck Sweater Dress,,Dresses,,228TS,"Tan, small",,40.00,Color,Tan,Size,small,19.46,Hot & Delicious,,0,,,,Y
G2PAA4LWK52KRR5FHNVWPLEG,Maria Mock Neck Sweater Dress,,Dresses,,228TM,"Tan, medium",,40.00,Color,Tan,Size,medium,19.46,Hot & Delicious,,0,,,,Y
TQAHCFHZTIPVLI5OWQLXIMIN,Maria Mock Neck Sweater Dress,,Dresses,,228TL,"Tan, large",,40.00,Color,Tan,Size,large,19.46,Hot & Delicious,,1,,,,Y
7HN5MLW3HCT447EMJSANM4P3,Mariane Dress,"The Mariane dress is the flattering floral frock of dreams! In a black and pink gothic rose print, it features long sleeves, a square neckline, and a bodycon mini fit. Wear with some black knee-high boots for an eye-catching outfit. 

SHELL: 100% POLYESTER LINING: 100% POLYESTER",Dresses,,8059X,x-small,,60.00,Size,x-small,,,30.03,Motel Rocks,,1,,,,Y
UVQLBWFFOUYO3BYOWQ3X6A22,Mariane Dress,,Dresses,,8059S,small,,60.00,Size,small,,,30.03,Motel Rocks,,2,,,,Y
SVKOLRLOSHMTPPVLTF4STDC3,Mariane Dress,,Dresses,,8059M,medium,,60.00,Size,medium,,,30.03,Motel Rocks,,2,,,,Y
4ZN52KRSAUAP2WTI72H2YOAB,Mariane Dress,,Dresses,,8059L,large,,60.00,Size,large,,,30.03,Motel Rocks,,2,,,,Y
AFZBOBULCLG7UN54OQFAMLJX,Mariane Dress,,Dresses,,8059XL,x-large,,60.00,Size,x-large,,,30.03,Motel Rocks,,1,,,,Y
AZCMATRBGH3BEUUXC76HK5GS,Matira Pant,"If you're looking for THE pant, look no further. The NANA JUDY Matira is a versatile high waisted utility pant with cargo pockets and jogger-style cuffs perfect for any situation. Pair the Matira pant back with sneakers or ramp up with heels. A staple for any wardrobe. 
Our model is wearing size small pant in Mauve Purple. Model is 5 ft 7 in tall 
 Length: Inside Leg: 75cm/29.5inch; Front Rise: 32cm; Leg Opening: 24cm (size small)
High-rise waist; relaxed seat; jogger-style 
Woven Nylon fabric ; lightweight; opaque Elasticised cuffs  Belt loops Zip fly and button fastening 
Slanted hip pockets 
Faux zippered pocket to the thigh
Twin utility cargo pockets
Snap button rear patch pockets 
 O-ring to one rear pocket",Pants,,9834xs,x-small,,75.00,Size,x-small,,,33.87,NaNa Judy,,1,,,,Y
BOCFNBQOQBISCXRLJBXD2XPL,Matira Pant,,Pants,,9834s,small,,75.00,Size,small,,,33.87,NaNa Judy,,1,,,,Y
VMPUAH3EDDIAJ7MJCSQP76WT,Matira Pant,,Pants,,9834m,medium,,75.00,Size,medium,,,33.87,NaNa Judy,,1,,,,Y
6V7B42LI3JRPLELEK45X32KQ,Matira Pant,,Pants,,9834l,large,,75.00,Size,large,,,33.87,NaNa Judy,,1,,,,Y
5PC634S4N53ADV6AWE726IRH,Matira Pant,,Pants,,9834xl,x-large,,75.00,Size,x-large,,,33.87,NaNa Judy,,1,,,,Y
R7VBTAO6IDPRTSVD3K4OY7G2,Megan Split Jogger,"50% POLYESTER, 50% COTTON",Sweatpants,,spjgxr,"x-small, Red",,42.00,Size,x-small,Color,Red,17.30,Daisy Street,,1,,,,Y
UNLMQSZ5DOZ5UYSHWOE7NJ3F,Megan Split Jogger,,Sweatpants,,spjgxg,"x-small, Green",,42.00,Size,x-small,Color,Green,17.30,Daisy Street,,1,,,,Y
TH3M7HJJOQIBPLB7BGXCMKWO,Megan Split Jogger,,Sweatpants,,spjgxb,"x-small, Blue",,42.00,Size,x-small,Color,Blue,17.30,Daisy Street,,1,,,,Y
KHVUTI3CWYZG2QXMZDAA3GS3,Megan Split Jogger,,Sweatpants,,spjgsr,"small, Red",,42.00,Size,small,Color,Red,17.30,Daisy Street,,2,,,,Y
4HLTET2KW7VP3JEWIHF3YXDP,Megan Split Jogger,,Sweatpants,,spjgsg,"small, Green",,42.00,Size,small,Color,Green,17.30,Daisy Street,,2,,,,Y
IJJOWGLBHUFZMUTFVCDFLIZQ,Megan Split Jogger,,Sweatpants,,spjgsb,"small, Blue",,42.00,Size,small,Color,Blue,17.30,Daisy Street,,2,,,,Y
JPXCJRQ6H7RXWJYPWANIFAC2,Megan Split Jogger,,Sweatpants,,spjgmr,"medium, Red",,42.00,Size,medium,Color,Red,17.30,Daisy Street,,2,,,,Y
SECTFG4BMM2KV6YVNICJT5XA,Megan Split Jogger,,Sweatpants,,spjgmg,"medium, Green",,42.00,Size,medium,Color,Green,17.30,Daisy Street,,2,,,,Y
NVUTHRTLQJQ6LTK2CKZIIUGC,Megan Split Jogger,,Sweatpants,,spjgmb,"medium, Blue",,42.00,Size,medium,Color,Blue,17.30,Daisy Street,,2,,,,Y
77DWAWEWNYQ6H2QKRTDNMLCG,Megan Split Jogger,,Sweatpants,,spjglr,"large, Red",,42.00,Size,large,Color,Red,17.30,Daisy Street,,1,,,,Y
D2SIPKQ6T3QBDKIASNUMH7XM,Megan Split Jogger,,Sweatpants,,spjglg,"large, Green",,42.00,Size,large,Color,Green,17.30,Daisy Street,,1,,,,Y
RPYB2VHDPTD5U6JOLZ4FQ4OH,Megan Split Jogger,,Sweatpants,,spjglb,"large, Blue",,42.00,Size,large,Color,Blue,17.30,Daisy Street,,1,,,,Y
UNHQM462FSTR4CTAYO6OXHQL,Metal Choker,,Accessories,,JN3715VG,"V, Gold",,13.00,Chain,V,Metal,Gold,6.25,Wona Trading,,0,,,,Y
FK3LRC7EEV2XL7VFUEXR2JM6,Metal Choker,,Accessories,,JN3715VS,"V, Silver",,13.00,Chain,V,Metal,Silver,6.25,Wona Trading,,1,,,,Y
D2VTCCLDVJKER6IVSNIYWTE6,Metal Choker,,Accessories,,JN3715RG,"Round, Gold",,13.00,Chain,Round,Metal,Gold,6.25,Wona Trading,,1,,,,Y
HGZD6TZH3OOP7GJ6DMM6A35C,Metal Choker,,Accessories,,JN3715RS,"Round, Silver",,13.00,Chain,Round,Metal,Silver,6.25,Wona Trading,,0,,,,Y
DAJABPIMP3LHGAWTV6GROOVV,Metal Choker,,Accessories,,JN3715WS,"Wave, Silver",,13.00,Chain,Wave,Metal,Silver,6.25,Wona Trading,,1,,,,Y
CHMNZZDDLTKLHWEWSGN6MAK2,Metal Choker,,Accessories,,JN3715DG,"Dip, Gold",,13.00,Chain,Dip,Metal,Gold,6.25,Wona Trading,,2,,,,Y
QM45L5JNJF7HVZAX5PYJVL5O,Metal Choker,,Accessories,,JN3715DGS,"Dip, Silver",,13.00,Chain,Dip,Metal,Silver,6.25,Wona Trading,,1,,,,Y
V45RTCRRMGV2JLEJJM2DQSDL,Metal Half Hoop Earrings,,Accessories,,484410G,Gold,,14.00,Metal,Gold,,,3.50,Wona Trading,,1,,,,Y
RBCSBEXDFYSAKFYCEN5NZM2X,Metal Half Hoop Earrings,,Accessories,,484410S,Silver,,14.00,Metal,Silver,,,2.50,Wona Trading,,1,,,,Y
S22HCRSD5YU5IRQAKBINRMSK,Metal Sun Earrings,,Accessories,,471969,small,,12.00,Size,small,,,5.00,Wona Trading,,1,,,,Y
VWKTMKXBXTSHNCBJDPMOD5IB,Metal Sun Earrings,,Accessories,,469135,large,,12.00,Size,large,,,2.75,Wona Trading,,1,,,,Y
CEZJTT2U3MZOZ7VPX6PJHX4R,Michelle Mesh Crop Sweater,"Features: Round neck, Ribbed hem, Cropped length bodice, Relaxed fit silhouette, Dropped shoulder.<br />Fabric: Lightweight loosely knitted mesh sweater fabric that has a lot of stretch for comfort.<br />82% Viscose 18% Nylon<br />Size: True to size",Tops,,R9220S,small,,30.00,Size,small,,,15.00,REHAB,,2,,,,Y
S6WGN4KCS4EQIM34BOXRQHGJ,Michelle Mesh Crop Sweater,,Tops,,R9220M,medium,,30.00,Size,medium,,,15.00,REHAB,,1,,,,Y
GCIDDKHFMYV2ZZYRSHKMVV5O,Michelle Mesh Crop Sweater,,Tops,,R9220L,large,,30.00,Size,large,,,15.00,REHAB,,2,,,,Y
NVAM47YLXP6HVFBNOKRSQTKN,Mide Cheri Split Skirt,"For those pieces that look hot together but also cute apart, a co-ord is your instant fix. Get those all important weekends covered with the midi cheri skirt, in a rib black it features a bodycon fit with high waist, midi length and sassy side split. Complete the look with the Shureen crop, for a crisp head-to-toe look.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT: 85% COTTON 5% SPANDEX 10% POLYESTER",Skirts,,SCHEXS,x-small,,57.00,Size,x-small,,,23.00,Motel Rocks,,1,,,,Y
SD6355LPIPPGN3FJDR2GUS2Q,Mide Cheri Split Skirt,,Skirts,,SCHES,small,,57.00,Size,small,,,23.00,Motel Rocks,,1,,,,Y
3WD7M4K7TD3PESBGCDGAL5BB,Mide Cheri Split Skirt,,Skirts,,SCHEM,medium,,57.00,Size,medium,,,23.00,Motel Rocks,,1,,,,Y
LXW75KHYRRDXTNZZGGJ24XVM,Mide Cheri Split Skirt,,Skirts,,SCHEL,large,,57.00,Size,large,,,23.00,Motel Rocks,,1,,,,Y
QLZNCQ2SOTTKCFDPLTGYAIJD,Mide Cheri Split Skirt,,Skirts,,SCHEXL,x-large,,57.00,Size,x-large,,,23.00,Motel Rocks,,1,,,,Y
MPKIMEPZJZ6ZJOL5WZ43RYF4,Misca Trouser,"A printed trouser is an easy way to turn your outfit into a statement. The Misca trouser, in a black and grey check, feature a high waist with button fastening, slim leg, turn up cuff and side pockets. Complete with a band tee and chunky boot.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT: 100% COTTON",Pants,,369XS,x-small,,73.00,Size,x-small,,,30.00,Motel Rocks,,1,,,,Y
ARRFVAW4H43GKDQKYDVQXWU2,Misca Trouser,,Pants,,369S,small,,73.00,Size,small,,,30.00,Motel Rocks,,1,,,,Y
YGTKB3SZ7EL3OUOBAIH4QMUI,Misca Trouser,,Pants,,369M,medium,,73.00,Size,medium,,,30.00,Motel Rocks,,0,,,,Y
QWDYGTOAO6R4KOBCKVZBGMYZ,Misca Trouser,,Pants,,369L,large,,73.00,Size,large,,,30.00,Motel Rocks,,1,,,,Y
AZIV4HKL7BJMQEBOBCBPIWEJ,Misca Trouser,,Pants,,369XL,x-large,,73.00,Size,x-large,,,30.00,Motel Rocks,,1,,,,Y
EF4YCA7QLKIGJI2JT6KUDWN3,Misca Trouser,,Pants,,369XXS,xx-small,,73.00,Size,xx-small,,,30.00,Motel Rocks,,0,,,,Y
AUYL2BZIY4PLYJ3HGIUH6F5N,Mitzi Military Skirt,"military cargo skirt 

60% cotton, 35% nylon, 5% spandex

Model wears a small size.",Skirts,,3059S,small,,38.00,Size,small,,,14.00,Salty,,2,,,,Y
WJVXZK2SYQMPF3YSE2PJ24UX,Mitzi Military Skirt,,Skirts,,3059M,medium,,38.00,Size,medium,,,14.00,Salty,,2,,,,Y
6X3APK34TWWEEVIC3LGE7GTM,Mitzi Military Skirt,,Skirts,,3059L,large,,38.00,Size,large,,,14.00,Salty,,1,,,,Y
U2YOXG4QE6HDQFHBDIUNZFNX,Moretti PU Pocket Skirt,"Look every bit the frontwoman of a band with our Moretti skirt! Available in black, this piece shows off a belted waist, two front pockets with buttoned flaps, metal detailing and a fitted hemline. On top of that, its PU material makes this skirt animal cruelty-free! Pair this skirt with our Lara crop top in Angel Sky Blue Mesh to cement your indie rock chick status.",Skirts,,PUx,x-small,,69.00,Size,x-small,,,26.00,Motel Rocks,,1,,,,Y
KMRPWP4P6TJVT45ZROADISSU,Moretti PU Pocket Skirt,,Skirts,,PUs,small,,69.00,Size,small,,,26.00,Motel Rocks,,2,,,,Y
ORPJP2ESTDM2ES6GMDR34Z2T,Moretti PU Pocket Skirt,,Skirts,,PUm,medium,,69.00,Size,medium,,,26.00,Motel Rocks,,1,,,,Y
LNJTKDSXPZJ5QBIESSIITT6W,Moto Jacket,"Faux leather biker jacket with gold details

100% PU / 100% VISCOSE",Jackets,,mtjkts,small,,70.00,Size,small,,,24.79,,,1,,,,Y
C34Y5DX44DMFODTJLWBRNLA6,Moto Jacket,,Jackets,,mtjktm,medium,,70.00,Size,medium,,,24.79,,,2,,,,Y
DNJ7AVIKH6MOEUJ66X4FRPGF,Moto Jacket,,Jackets,,mtjktl,large,,70.00,Size,large,,,24.79,,,1,,,,Y
A5DCPPLI3J4CBSKE4MMMMKWA,Moto Jacket,,Jackets,,mtjktx,x-large,,70.00,Size,x-large,,,24.79,,,1,,,,Y
4F4LRKHH42ATLVE42JBNWC2A,Multi Chain Bracelet,,Accessories,,MGB711G,Gold,,12.00,Metal,Gold,,,5.00,Wona Trading,,1,,,,Y
34BKIN6GHF44QN2GAXU2OWNT,Multi Chain Bracelet,,Accessories,,MGB711S,Silver,,12.00,Metal,Silver,,,5.00,Wona Trading,,1,,,,Y
CCL4Q5LDYPWK674MROZU24N7,Multi Layered Chain Necklace,,Accessories,,GOLDM,Gold,,20.00,Metal,Gold,,,5.00,AliExpress,,3,,,,Y
3EL47F57T3LRAP4RAU6ANODC,Multi Layered Chain Necklace,,Accessories,,SILVERM,Silver,,20.00,Metal,Silver,,,5.00,AliExpress,,4,,,,Y
PPRARV7XZ4JUH2733HS3HV7B,My Girl Tee,"Vintage inspired fitted ringer tee with banding at the neckline and cuffs.  Feel a subtle pop of texture in this tight knit ribbed fabric.  It's stretchy, comfortable and forms perfectly to your body.  By Joah Brown

Sizing: X/S (0-2), S/M (4-6), M/L (8-10)
Model is 5'8"" wearing a size x/s 
Fabric: 95% Ribbed Rayon, 5% Spandex
Care:  Machine wash cold with like colors.  Lay flat to dry 

Made in Los Angeles",Tees,,grlsb,"small/medium, Black",,68.00,Group sizing,small/medium,Color,Black,25.35,Joah Brown,,2,,,,Y
VBV7Q4HYBX3SRORWHDYGSPPV,My Girl Tee,,Tees,,grlsd,"small/medium, Dune",,68.00,Group sizing,small/medium,Color,Dune,25.35,Joah Brown,,2,,,,Y
IZII6ARNG7DL2WHG3RIWX3HM,My Girl Tee,,Tees,,grlmb,"medium/large, Black",,68.00,Group sizing,medium/large,Color,Black,25.35,Joah Brown,,2,,,,Y
JARYK25IBR4O4JQWMTLKHFU4,My Girl Tee,,Tees,,grlmd,"medium/large, Dune",,68.00,Group sizing,medium/large,Color,Dune,25.35,Joah Brown,,2,,,,Y
6VPAAS76ONCYPN25DHRXZ6S7,My Girl Tee,,Tees,,grlxb,"x-small/small, Black",,68.00,Group sizing,x-small/small,Color,Black,25.35,Joah Brown,,2,,,,Y
2H4XRWVFYEDUYGNQYYN6HXIY,My Girl Tee,,Tees,,grlxd,"x-small/small, Dune",,68.00,Group sizing,x-small/small,Color,Dune,25.35,Joah Brown,,1,,,,Y
HEO3BJAGE6FV5NI33XZPL6KR,My Homie Card,"Handcrafted greeting card.
Size A2 (4.25 x 5.5) folded.
Packaged in cellophane with kraft envelope.
Blank inside.",Gifts,,348CS,default,,5.00,,,,,2.50,Carla Sue Greeting Cards,,5,,,,Y
RW2RPH7GIXKFSIAN2PX3YQWW,Naps Sweater,,Sweaters,,T0184X,x-small,,42.00,Size,x-small,,,20.50,Baily Rose,,0,,,,Y
B3ZHCY4AKCYE5Q3FPFLVMQMV,Naps Sweater,,Sweaters,,T0184S,small,,42.00,Size,small,,,20.50,Baily Rose,,0,,,,Y
UKHLUZAIF3HFYWKYY6STTMNC,Naps Sweater,,Sweaters,,T0184M,medium,,42.00,Size,medium,,,20.50,Baily Rose,,0,,,,Y
YG6MYMBL2FZB2UOEIJEVYO7K,Naps Sweater,,Sweaters,,T0184L,large,,42.00,Size,large,,,20.50,Baily Rose,,0,,,,Y
SKAPFP5S7QI3LTFESE6P6P46,Neoprene Facemask,,Accessories,,XMAS,Christmas,,10.00,Prints,Christmas,,,5.00,Wona Trading,,0,,,,Y
XXBCHGRLQV5VGXTKV2NEGSOX,Neoprene Facemask,,Accessories,,MASKH,Heart,,10.00,Prints,Heart,,,4.00,Wona Trading,,1,,,,Y
6HBQQTTZE4LEP7O7FV4LJ7GQ,Neoprene Facemask,,Accessories,,MASKLP,Lips,,10.00,Prints,Lips,,,4.00,Wona Trading,,1,,,,Y
UTYFJ73X5V2E4MFJN6EJ77PN,Neoprene Facemask,,Accessories,,SNOW,Snowflake,,10.00,Prints,Snowflake,,,4.75,Wona Trading,,0,,,,Y
EIMHASXPQPZULRMH5RFALZGF,Neoprene Facemask,,Accessories,,JEWEL,Studs,,10.00,Prints,Studs,,,5.00,Wona Trading,,2,,,,Y
RN7NWHOY6RAC4QMUK6FQ2DXA,Neoprene Facemask,,Accessories,,TEETH,Teeth,,10.00,Prints,Teeth,,,5.00,Wona Trading,,1,,,,Y
6W6PBEQJPXOJDMTHU53SWPJM,Ninna Bustier,"Ninna bustier top bridges the gap between the label's lingerie and ready-to-wear. It's made from bandage-like for a close fit. The internal boning adds structure. Wear it beneath a blazer or solo with high-rise tailoring.

SIZE & FIT

Fits true to size, take your normal size

Designed for a close fit

Internal bodice for support

Mid-weight, mild-stretchy fabric

Model is 175cm/ 5'9"" and is wearing a size Small",Tops,,ninnas,small,,55.00,Size,small,,,22.00,Adunn,,,,,,Y
OCDFBNWLACJRXTBJS4UPOVH4,Ninna Bustier,,Tops,,ninnam,medium,,55.00,Size,medium,,,22.00,Adunn,,,,,,Y
F4TBTGRPMEMXGY4CZYPRGIFJ,Ninna Bustier,,Tops,,ninnal,large,,55.00,Size,large,,,22.00,Adunn,,,,,,Y
NKMTK3CVLJ32O7R4ZAYFCBOR,Octagon Hoops,,Accessories,,473256,Regular,,10.00,,,,,3.25,Wona Trading,,1,,,,Y
NLOISKKG72ZGIWLJFZ2WJN3L,Old AF Birthday Card,"Handcrafted greeting card.
Size A2 (4.25 x 5.5) folded.
One card and one envelope per single card order.
Blank inside.",Gifts,,360CS,default,,5.00,,,,,2.50,Carla Sue Greeting Cards,,5,,,,Y
YW2YW2DJHPJWTNED3IOFISGN,Olphelia Open Back Sweater,"Knitted Rib V-neck Sweater
Open Back
45% ACRYLIC, 30% NYLON, 25% POLY",Sweaters,,vswts,small,,45.00,Size,small,,,17.75,Hey Babe,,3,,,,Y
3RJOIOGJ25GQS2URXYGGY53L,Olphelia Open Back Sweater,,Sweaters,,vswtm,medium,,45.00,Size,medium,,,17.75,Hey Babe,,2,,,,Y
PYUQVVWXMINLWPVBLK2PFGKJ,Olphelia Open Back Sweater,,Sweaters,,vswtl,large,,45.00,Size,large,,,17.75,Hey Babe,,1,,,,Y
ZJOYXIVXKXVPKMF2UVKIUR2V,Open Circle Heart Dangle Earrings,,Accessories,,471822G,Gold,,12.00,Metal,Gold,,,3.50,Wona Trading,,1,,,,Y
FBT7ZWEYHH32R2PPNTT5Z3US,Open Circle Heart Dangle Earrings,,Accessories,,471822S,Silver,,12.00,Metal,Silver,,,3.50,Wona Trading,,0,,,,Y
O4JCOO7LYIK26LABGCCXCYXB,Orb Tee,The Ragged Priest Black mesh fitted long sleeve top with overlocking seamed bralette detail.<br />Cropped length.<br /><br />Machine wash inside out on a cool <br />Model is 5’10 and wears a size Small.,Tees,,RPORBX,x-small,,53.00,Size,x-small,,,26.50,Ragged Priest,,1,,,,Y
GOQTTQOMFSDWNHCN7NEBIKPW,Orb Tee,,Tees,,RPORBS,small,,53.00,Size,small,,,26.50,Ragged Priest,,0,,,,Y
XFCKZSC35OXGSSKIFMIEGYHX,Orb Tee,,Tees,,RPORBM,medium,,53.00,Size,medium,,,26.50,Ragged Priest,,1,,,,Y
4ZLYUWJZ2YHH3SJGPR3BKJBA,Orb Tee,,Tees,,RPORBL,large,,53.00,Size,large,,,26.50,Ragged Priest,,0,,,,Y
5V3X4Y7QQXETCLR6M4P76ZRK,Orb Tee,,Tees,,RPORBXL,x-large,,53.00,Size,x-large,,,26.50,Ragged Priest,,0,,,,Y
DJD7LHZSF4SV2WP7WZ3XS6HJ,Orchid Sunglasses,,Accessories,,,Regular,,24.00,,,,,4.44,,,,,,,Y
77BSKMHE6U7DBWYLM645DCJX,Oval Metal Fringe Earrings,,Accessories,,475766G,Gold,,14.00,Metal,Gold,,,4.00,Wona Trading,,1,,,,Y
5PLRX5UXBTGAN433WNTARIFV,Oval Metal Fringe Earrings,,Accessories,,475766S,Silver,,14.00,Metal,Silver,,,4.00,Wona Trading,,1,,,,Y
WT6W7AMKOPJB5Z2IMH4YASNS,Oversized Patch T-shirt dress,"*Patch Zip Front Oversized T Shirt Dress *Featuring with Multi Color and Dropped Shoulder detail *Zipper is functional.  *100%Cotton  *Small measures 25"" armpit to armpit *Length : 35.5 inches  Sizing down is suggested",Tees,,CD980S,small,,40.00,Size,small,,,22.00,La Ros,,1,,,,Y
KT7JOZAHYWJP3UT73G3X2RCJ,Oversized Patch T-shirt dress,,Tees,,CD980M,medium,,40.00,Size,medium,,,22.00,La Ros,,1,,,,Y
KTHDOYPPUKFAKR3LZ4GNURSQ,Oversized Patch T-shirt dress,,Tees,,CD980L,large,,40.00,Size,large,,,22.00,La Ros,,2,,,,Y
VINLOCNXMCC7PNLEHO4CR2PB,Paper Bag Pants,,Pants,,FORGXS,x-small,,75.00,Size,x-small,,,8.50,Just One Answer,,1,,,,Y
GALMU6NEQHC6R7SDTNQZXWPD,Paper Bag Pants,,Pants,,FORGS,small,,75.00,Size,small,,,8.50,Just One Answer,,2,,,,Y
5J7Y6L3ZGAZ6MGTJRMXJALCO,Paper Bag Pants,,Pants,,FORGM,medium,,75.00,Size,medium,,,8.50,Just One Answer,,2,,,,Y
BNBCBVYOAIXMY2TCCN7DVBXU,Paper Bag Pants,,Pants,,FORGL,large,,75.00,Size,large,,,8.50,Just One Answer,,1,,,,Y
X7SAGTUENRZMZRVZ6IYU262B,Paper Bag Pants,,Pants,,FORGXL,x-large,,75.00,Size,x-large,,,8.50,Just One Answer,,0,,,,Y
SQWDNFPQYFF47LJK4DHQMF3J,Patchwork Sweater Dress,Casual turtleneck patchwork dress ,Dresses,,Patchs,small,,55.00,Size,small,,,25.50,May Blue,,1,,,,Y
TZZLQMKKNBRPNOZZ3KINTIC4,Patchwork Sweater Dress,,Dresses,,Patchm,medium,,55.00,Size,medium,,,25.50,May Blue,,0,,,,Y
GTT6SNJHWJVVYDXZBDMPVPHN,Patchwork Sweater Dress,,Dresses,,Patchl,large,,55.00,Size,large,,,25.50,May Blue,,1,,,,Y
7Y7HRXS2HFSY63XNUJIRXSW7,Pelmet Skirt,"For an everyday fave, opt for the Pelmet skirt. In a black and grey check, it features a high waist mini fit with subtle zip fastening and side split. For ultimate transitional styling, pair with the Fawly jumper and chunky trainer.

MODEL WEARS:XS - MODEL HEIGHT:5'7 - FABRIC CONTENT: 95% COTTON 5% ELASTANE",Skirts,,Z018415XS,x-small,,49.00,Size,x-small,,,20.00,Motel Rocks,,1,,,,Y
NCBMNL6TIBKUQDDUVSB3BWF2,Pelmet Skirt,,Skirts,,Z018415S,small,,49.00,Size,small,,,20.00,Motel Rocks,,0,,,,Y
RJE2ZEMAMJMKP66KNMUQHA7Y,Pelmet Skirt,,Skirts,,Z018415M,medium,,49.00,Size,medium,,,20.00,Motel Rocks,,1,,,,Y
JWDKIUXSHEO2LYUTBCESTSI6,Pelmet Skirt,,Skirts,,Z018415L,large,,49.00,Size,large,,,20.00,Motel Rocks,,1,,,,Y
T4NMUKFRE7UDARMN2XS6ZWHM,Pelmet Skirt,,Skirts,,Z018415XL,x-large,,49.00,Size,x-large,,,20.00,Motel Rocks,,1,,,,Y
UABKDQDS6PJ2TCNDVQEYX6LP,Pelmet Skirt,,Skirts,,Z018415XXS,xx-small,,49.00,Size,xx-small,,,20.00,Motel Rocks,,1,,,,Y
35WH7NWBM6MVJRMBY6BDWPAS,Pendant earrings,,Accessories,,ACECIR,Circle,,13.00,Pendant,Circle,,,2.00,Wona Trading,,1,,,,Y
LU2AVNTB3QOYLB2ZAY4G4YWU,Pendant earrings,,Accessories,,MOON,Moon,,13.00,Pendant,Moon,,,2.00,Wona Trading,,2,,,,Y
F25YS5VYYYOAMKLLIQ6ZAUC2,Pendant earrings,,Accessories,,SUN,Sun,,13.00,Pendant,Sun,,,2.00,Wona Trading,,3,,,,Y
QIMYLSKVW3D3RMECHA6542OJ,Pendant earrings,,Accessories,,ACEHOO,Hoop,,13.00,Pendant,Hoop,,,2.00,Wona Trading,,0,,,,Y
RZ4HCQZBQ5XM6GQMOJOSMJWF,Perfectly Imperfect Retro Graphic T-Shirt,"Premium, ultra-soft vintage faded sublimated graphic t-shirt.",Tees,,TY124x,x-small,,40.00,Size,x-small,,,13.00,Rockledge Designs,,1,,,,Y
Z7RBSHRDKXHPRGJ5H32T2MUW,Perfectly Imperfect Retro Graphic T-Shirt,,Tees,,TY124s,small,,40.00,Size,small,,,13.00,Rockledge Designs,,1,,,,Y
